1,1,1,There,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",6.33,
1,1,2,are,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",6.74,14.901257514953613
1,1,3,now,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",6.18,9.751446723937988
1,1,4,rumblings,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",2.42,
1,1,5,that,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",7.02,11.30478286743164
1,1,6,Apple,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",4.69,8.933961868286133
1,1,7,might,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",5.65,16.70990753173828
1,1,8,soon,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",5.34,14.74237060546875
1,1,9,invade,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",3.64,21.858612060546875
1,1,10,the,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",7.77,19.64280891418457
1,1,11,smart,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",4.74,17.413448333740234
1,1,12,watch,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",5.31,18.00981330871582
1,1,13,"space,","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",5.23,12.459708213806152
1,1,14,though,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",5.51,13.369494438171387
1,1,15,the,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",7.77,16.833168029785156
1,1,16,company,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",5.53,12.929926872253418
1,1,17,is,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",7.06,16.205028533935547
1,1,18,maintaining,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",4.24,15.2269287109375
1,1,19,its,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",6.21,15.385018348693848
1,1,20,customary,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",3.61,16.9743595123291
1,1,21,silence.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",4.47,21.498764038085938
1,2,1,The,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",7.77,
1,2,2,watch,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",5.31,15.59284782409668
1,2,3,doesn't,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",5.47,
1,2,4,have,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",6.7,14.229676246643066
1,2,5,a,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",7.36,16.92293930053711
1,2,6,microphone,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",3.74,14.07706356048584
1,2,7,or,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",6.54,13.240279197692871
1,2,8,"speaker,","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",4.44,10.429688453674316
1,2,9,but,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",6.62,13.862849235534668
1,2,10,you,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",6.99,13.980144500732422
1,2,11,can,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",6.45,12.596367835998535
1,2,12,use,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",5.83,12.697224617004395
1,2,13,it,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",6.96,10.309378623962402
1,2,14,to,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",7.44,16.347591400146484
1,2,15,control,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",5.41,11.691730499267578
1,2,16,the,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",7.77,16.587932586669922
1,2,17,music,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",5.51,9.596196174621582
1,2,18,on,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",6.92,13.156855583190918
1,2,19,your,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",6.48,16.474451065063477
1,2,20,phone.,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",5.26,9.53201961517334
1,3,1,You,You can glance at the watch face to view the artist and title of a song.,6.99,
1,3,2,can,You can glance at the watch face to view the artist and title of a song.,6.45,15.017436981201172
1,3,3,glance,You can glance at the watch face to view the artist and title of a song.,3.86,19.254423141479492
1,3,4,at,You can glance at the watch face to view the artist and title of a song.,6.69,7.817172527313232
1,3,5,the,You can glance at the watch face to view the artist and title of a song.,7.77,17.494056701660156
1,3,6,watch,You can glance at the watch face to view the artist and title of a song.,5.31,15.9531888961792
1,3,7,face,You can glance at the watch face to view the artist and title of a song.,5.45,13.312199592590332
1,3,8,to,You can glance at the watch face to view the artist and title of a song.,7.44,13.952971458435059
1,3,9,view,You can glance at the watch face to view the artist and title of a song.,5.22,14.614850997924805
1,3,10,the,You can glance at the watch face to view the artist and title of a song.,7.77,18.437110900878906
1,3,11,artist,You can glance at the watch face to view the artist and title of a song.,4.75,15.200124740600586
1,3,12,and,You can glance at the watch face to view the artist and title of a song.,7.41,14.324695587158203
1,3,13,title,You can glance at the watch face to view the artist and title of a song.,5.06,13.808701515197754
1,3,14,of,You can glance at the watch face to view the artist and title of a song.,7.45,17.242563247680664
1,3,15,a,You can glance at the watch face to view the artist and title of a song.,7.36,17.5289363861084
1,3,16,song.,You can glance at the watch face to view the artist and title of a song.,5.25,11.727845191955566
2,1,1,Two,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as ""two patches of intensely bright and white light"" over the sunspots.",6.11,
2,1,2,days,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as ""two patches of intensely bright and white light"" over the sunspots.",5.6,15.34227180480957
2,1,3,"later,","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as ""two patches of intensely bright and white light"" over the sunspots.",5.52,12.541166305541992
