1,1,1,"There","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",,,
1,1,2,"are","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,14.901257514953613,
1,1,3,"now","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,9.751446723937988,
1,1,4,"rumblings","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",5,,
1,1,5,"that","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,11.30478286743164,
1,1,6,"Apple","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",10,8.933961868286133,
1,1,7,"might","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,16.70990753173828,
1,1,8,"soon","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,14.74237060546875,
1,1,9,"invade","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",8,21.858612060546875,
1,1,10,"the","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,19.64280891418457,
1,1,11,"smart","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",10,17.413448333740234,
1,1,12,"watch","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,18.00981330871582,
1,1,13,"space,","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,12.459708213806152,
1,1,14,"though","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,13.369494438171387,
1,1,15,"the","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,16.833168029785156,
1,1,16,"company","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,12.929926872253418,
1,1,17,"is","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,16.205028533935547,
1,1,18,"maintaining","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",9,15.2269287109375,
1,1,19,"its","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",11,15.385018348693848,
1,1,20,"customary","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",8,16.9743595123291,
1,1,21,"silence.","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.",10,21.498764038085938,
1,2,1,"The","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",,,
1,2,2,"watch","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",11,15.59284782409668,
1,2,3,"doesn't","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",11,,
1,2,4,"have","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",11,14.229676246643066,
1,2,5,"a","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",11,16.92293930053711,
1,2,6,"microphone","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",8,14.07706356048584,
1,2,7,"or","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",11,13.240279197692871,
1,2,8,"speaker,","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",10,10.429688453674316,
1,2,9,"but","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",11,13.862849235534668,
1,2,10,"you","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",11,13.980144500732422,
1,2,11,"can","The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.",11,12.596367835998535,
